model;rok;cena;cena_srednia;cena_procent;przebieg;przebieg_sredni;przebieg_procent;link
Skoda Octavia;2019;13.2;14.28;-7.6;91;127.87;-28.8;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-gpf-act-ambition-fv23-salon-polska-1-wlasciciel-ID6GBWXe.html
Skoda Octavia;2020;15.777777777777779;17.07;-7.6;47;109.28;-57.0;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-salon-polska-serwis-aso-klima-tempomat-parktronic-ID6GBPr8.html
Skoda Octavia;2014;8.866666666666667;9.61;-7.7;128;205.39;-37.7;otomoto.pl/osobowe/oferta/skoda-octavia-nowe-caloroczne-opony-pirelli-ID6GzH4i.html
Skoda Octavia;2021;18.88888888888889;20.47;-7.7;46;87.89;-47.7;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6GCVWP.html
Skoda Octavia;2021;18.866666666666667;20.47;-7.8;83;87.89;-5.6;otomoto.pl/osobowe/oferta/skoda-octavia-ambition-1-5-tsi-150km-salon-polska-serwis-aso-ID6GB6eV.html
Skoda Octavia;2019;13.088888888888889;14.28;-8.3;114;127.87;-10.8;otomoto.pl/osobowe/oferta/skoda-octavia-1-5150km2020lednaviappasosalonplfvvat23-ID6GvGiB.html
Skoda Octavia;2016;10.644444444444444;11.62;-8.4;119;163.3;-27.1;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-kombi-iii-joy-1-0tsi-dsg-115km-salon-pl-fakturavat23-ID6GdPag.html
Skoda Octavia;2016;10.644444444444444;11.62;-8.4;85;163.3;-47.9;otomoto.pl/osobowe/oferta/skoda-octavia-octavia-iii-1-4-tsi-150km-automat-kombi-serwis-stan-wzorowy-ID6GAqmh.html
Skoda Octavia;2019;13.066666666666666;14.28;-8.5;119;127.87;-6.9;otomoto.pl/osobowe/oferta/skoda-octavia-fabryczny-lakier-dsg-ID6Gp0OH.html
Skoda Octavia;2023;26.422222222222224;28.95;-8.7;5;17.28;-71.1;otomoto.pl/osobowe/oferta/skoda-octavia-comfortline-pakiet-business-faktura-vat-23-bezwypadkowy-salon-pl-ID6GAafq.html
Skoda Octavia;2020;15.533333333333335;17.07;-9.0;76;109.28;-30.5;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-110-km-ambition-salon-pl-vat23-kamera-ID6GhVVb.html
Skoda Octavia;2020;15.533333333333335;17.07;-9.0;76;109.28;-30.5;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-110-km-ambition-salon-pl-vat23-kamera-ID6GhVVb.html
Skoda Octavia;2007;3.0;3.31;-9.4;143;195.58;-26.9;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-ID6FZc8r.html
Skoda Octavia;2018;12.2;13.5;-9.6;114;136.88;-16.7;otomoto.pl/osobowe/oferta/skoda-octavia-150km-bardzo-dobry-stan-1wl-salon-pl-fv-23-we866vg-ID6GA0Ta.html
Skoda Octavia;2014;8.666666666666666;9.61;-9.8;178;205.39;-13.3;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-iii-1-4-tsi-ambition-ID6GCDlD.html
Skoda Octavia;2019;12.866666666666667;14.28;-9.9;78;127.87;-39.0;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-gpf-act-ambition-150km-ID6GzTo7.html
Skoda Octavia;2022;24.422222222222224;27.23;-10.3;38;45.29;-16.1;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-150km-virtual-cocpit-kamera-cofania-gwarancja-ID6Gg1Zw.html
Skoda Octavia;2022;24.422222222222224;27.23;-10.3;27;45.29;-40.4;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-e-tec-dsg-ambition-salon-pl-serwis-aso-fv-23-ID6GoR9O.html
Skoda Octavia;2011;5.088888888888889;5.69;-10.6;170;192.65;-11.8;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-1-8-krajowy-ID6GtJeA.html
Skoda Octavia;2013;7.022222222222222;7.86;-10.7;209;221.09;-5.5;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-3-polski-salon-ambition-niezawodna-benzyna-fajne-auto-ID6GhKE8.html
Skoda Octavia;2017;11.555555555555555;12.97;-10.9;137;151.46;-9.5;otomoto.pl/osobowe/oferta/skoda-octavia-1-4-tsi-salon-polska-klimatronic-tempomat-parktronic-ID6GAEBC.html
Skoda Octavia;2011;5.066666666666666;5.69;-11.0;118;192.65;-38.7;otomoto.pl/osobowe/oferta/skoda-octavia-1-4-tsi-bezwypadek-duze-radio-navi-parktronic-118-000km-doinwestowany-ID6GDBAu.html
Skoda Octavia;2023;25.755555555555556;28.95;-11.0;4;17.28;-76.9;otomoto.pl/osobowe/oferta/skoda-octavia-demo-jak-nowy-gwarancja-producenta-ID6GuDx5.html
Skoda Octavia;2021;18.200000000000003;20.47;-11.1;69;87.89;-21.5;otomoto.pl/osobowe/oferta/skoda-octavia-dsg-e-tec-ambition-fv-23-ID6GcUkJ.html
Skoda Octavia;2018;11.977777777777778;13.5;-11.3;87;136.88;-36.4;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-gpf-act-ambition-150km-ID6GBoGv.html
Skoda Octavia;2020;15.088666666666667;17.07;-11.6;101;109.28;-7.6;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-kamera-nawigacja-kessy-alufelgi-17-cali-salon-pl-bezwypadkowy-ID6GvxVT.html
Skoda Octavia;2021;18.08888888888889;20.47;-11.6;67;87.89;-23.8;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-act-ambition-fv23-salon-polska-1wlasciciel-ID6GCgvN.html
Skoda Octavia;2009;3.9777777777777774;4.52;-12.0;149;194.26;-23.3;otomoto.pl/osobowe/oferta/skoda-octavia-1-4-122km-benzyna-salon-polska-zadbany-serwisowany-parktronik-ID6G70nq.html
Skoda Octavia;2009;3.9777777777777774;4.52;-12.0;149;194.26;-23.3;otomoto.pl/osobowe/oferta/skoda-octavia-1-4-122km-benzyna-salon-polska-zadbany-serwisowany-parktronik-ID6G70nq.html
Skoda Octavia;2010;4.333333333333333;4.93;-12.1;143;181.09;-21.0;otomoto.pl/osobowe/oferta/skoda-octavia-2010r-1-8-benzyna-160-km-ID6GCtsg.html
Skoda Octavia;2021;17.977777777777778;20.47;-12.2;48;87.89;-45.4;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-1-0-tsi-e-tec-mild-hybrid-stan-idelany-serisowany-w-aso-ID6GxTPl.html
Skoda Octavia;2023;25.37777777777778;28.95;-12.3;5;17.28;-71.1;otomoto.pl/osobowe/oferta/skoda-octavia-octavia-ambition-1-5-tsi-110-kw-6-gang-mech-ID6GzZ9k.html
Skoda Octavia;2018;11.755555555555555;13.5;-12.9;80;136.88;-41.6;otomoto.pl/osobowe/oferta/skoda-octavia-octavia-1-0-tsi-active-dsg-ID6GAA3c.html
Skoda Octavia;2019;12.422;14.28;-13.0;112;127.87;-12.4;otomoto.pl/osobowe/oferta/skoda-octavia-ambition-150hp-f-vat-salon-polska-gwarancja-ID6Gy2IB.html
Skoda Octavia;2021;17.77777777777778;20.47;-13.2;80;87.89;-9.0;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-act-ambition-fv23-salon-polska-1-wlasciciel-ID6GCOHx.html
Skoda Octavia;2021;17.755555555555556;20.47;-13.3;83;87.89;-5.6;otomoto.pl/osobowe/oferta/skoda-octavia-film-pierwszy-wlasciciel-bezwypadkowy-salon-polska-fv23-ID6GBXTY.html
Skoda Octavia;2021;17.755555555555556;20.47;-13.3;81;87.89;-7.8;otomoto.pl/osobowe/oferta/skoda-octavia-ambition-pakiet-selection-faktura-vat-23-bezwypadkowy-salon-pl-ID6GA9lR.html
Skoda Octavia;2021;17.755555555555556;20.47;-13.3;80;87.89;-9.0;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-act-ambition-bezwypadkowa-salon-pl-faktura-vat-23-ID6GAys0.html
Skoda Octavia;2020;14.666666666666666;17.07;-14.1;74;109.28;-32.3;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-salon-polska-1-wlasciciel-klimatronic-tempomat-ID6GCbq6.html
Skoda Octavia;2017;11.088888888888889;12.97;-14.5;128;151.46;-15.5;otomoto.pl/osobowe/oferta/skoda-octavia-stan-bardzo-dobry-nie-wymaga-wkladu-finansowego-ID6GyrCd.html
Skoda Octavia;2014;8.2;9.61;-14.7;180;205.39;-12.4;otomoto.pl/osobowe/oferta/skoda-octavia-salon-pl-dsg-led-grzane-fotele-ID6Gvz1l.html
Skoda Octavia;2021;17.33311111111111;20.47;-15.3;49;87.89;-44.2;otomoto.pl/osobowe/oferta/skoda-octavia-combi-1-0-tsi-110-km-ambition-selection-salon-polska-ID6GDOFt.html
Skoda Octavia;2016;9.755555555555555;11.62;-16.0;149;163.3;-8.8;otomoto.pl/osobowe/oferta/skoda-octavia-octavia-3-style-ID6GACyL.html
Skoda Octavia;2021;17.066666666666666;20.47;-16.6;53;87.89;-39.7;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-110km-ambition-tempomat-kamera-cofania-reflektory-led-ID6GAvFA.html
Skoda Octavia;2016;9.644444444444444;11.62;-17.0;147;163.3;-10.0;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-1-4-ambition-ID6GtM0W.html
Skoda Octavia;2021;16.88888888888889;20.47;-17.5;72;87.89;-18.1;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-ambition-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6GCr2R.html
Skoda Octavia;2002;1.5486666666666666;1.88;-17.6;193;215.57;-10.5;otomoto.pl/osobowe/oferta/skoda-octavia-salon-polska-serwisowany-rzeczywisty-przebieg-stan-bardzo-dobry-ID6GCkv2.html
Skoda Octavia;2021;16.866666666666667;20.47;-17.6;67;87.89;-23.8;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-act-ambition-150km-ID6GCt5l.html
Skoda Octavia;2017;10.644444444444444;12.97;-17.9;140;151.46;-7.6;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-ambition-ID6Gw9vj.html
Skoda Octavia;2018;11.088888888888889;13.5;-17.9;122;136.88;-10.9;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-150-km-salon-polskaserwis-asostyleamazing-ID6GjzRc.html
Skoda Octavia;2020;13.977777777777778;17.07;-18.1;95;109.28;-13.1;otomoto.pl/osobowe/oferta/skoda-octavia-pierwszy-wlasciciel-salon-polska-stan-idealny-ID6GwE83.html
Skoda Octavia;2006;2.2;2.7;-18.5;186;229.0;-18.8;otomoto.pl/osobowe/oferta/skoda-octavia-1-6-benzyna-102km-klimatronic-ID6GC9fL.html
Skoda Octavia;2021;16.555555555555557;20.47;-19.1;65;87.89;-26.0;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-110km-ambition-tempomat-czujniki-parkowania-autoalarm-ID6GBQbt.html
Skoda Octavia;2020;13.777777777777779;17.07;-19.3;72;109.28;-34.1;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6GCUkj.html
Skoda Octavia;2018;10.644444444444444;13.5;-21.2;103;136.88;-24.8;otomoto.pl/osobowe/oferta/skoda-octavia-faktura-vat-bezwypadkowy-jeden-wlasciciel-serwis-tylko-w-aso-ID6Glvf8.html
Skoda Octavia;2020;13.31111111111111;17.07;-22.0;96;109.28;-12.2;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-gpf-ambition-ID6GDrcD.html
Skoda Octavia;2020;13.31111111111111;17.07;-22.0;86;109.28;-21.3;otomoto.pl/osobowe/oferta/skoda-octavia-octavia-1-0-tsi-gpf-ambition-ID6GCy0p.html
Skoda Octavia;2020;13.31111111111111;17.07;-22.0;86;109.28;-21.3;otomoto.pl/osobowe/oferta/skoda-octavia-octavia-1-0-tsi-gpf-ambition-ID6GCy0p.html
Skoda Octavia;2019;11.11111111111111;14.28;-22.2;88;127.87;-31.2;otomoto.pl/osobowe/oferta/skoda-octavia-100-bezwypadkowa-salon-pl-1-wlasciciel-faktura-vat-ID6Gv9Js.html
Skoda Octavia;2002;1.4444444444444444;1.88;-23.2;164;215.57;-23.9;otomoto.pl/osobowe/oferta/skoda-octavia-1-4-benzyna-klimatyzacja-5-drzwi-ladny-sedan-ID6GfxgC.html
Skoda Octavia;2020;13.088888888888889;17.07;-23.3;94;109.28;-14.0;otomoto.pl/osobowe/oferta/skoda-octavia-octavia-1-0-tsi-gpf-ambition-1wl-salon-pl-ID6GDzvD.html
Skoda Octavia;2009;3.4444444444444446;4.52;-23.8;167;194.26;-14.0;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-1-4-tsi-rok-2009-ID6GvxFk.html
Skoda Octavia;2009;3.4444444444444446;4.52;-23.8;149;194.26;-23.3;otomoto.pl/osobowe/oferta/skoda-octavia-salon-pl-pierwszy-wlasciciel-1-6-mpi-149-tys-km-ID6GDBeX.html
Skoda Octavia;2013;5.777777777777778;7.86;-26.5;187;221.09;-15.4;otomoto.pl/osobowe/oferta/skoda-octavia-ID6GvmtP.html
Skoda Octavia;2022;19.755555555555556;27.23;-27.4;19;45.29;-58.0;otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-150km-salonowa-ID6GDkT0.html
Skoda Octavia;2011;4.111111111111111;5.69;-27.7;180;192.65;-6.6;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-ii-1-4-tsi-ambiente-ID6GxmG9.html
Skoda Octavia;2020;12.111333333333333;17.07;-29.0;88;109.28;-19.5;otomoto.pl/osobowe/oferta/skoda-octavia-1-0-tsi-ambition-salon-polska-1-wlasciciel-vat-23-klima-ID6GCX4X.html
Skoda Octavia;2018;9.511111111111111;13.5;-29.5;108;136.88;-21.1;otomoto.pl/osobowe/oferta/skoda-octavia-dsg-serwisowany-ID6FRXKq.html
Skoda Octavia;2015;7.177777777777777;10.45;-31.3;146;187.63;-22.2;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-ID6GzOq2.html
Skoda Octavia;2023;19.444444444444443;28.95;-32.8;3;17.28;-82.6;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-1-0-e-tec-rok-2023-przeb4500km-ID6G5mO3.html
Skoda Octavia;2020;11.088888888888889;17.07;-35.0;98;109.28;-10.3;otomoto.pl/osobowe/oferta/skoda-octavia-1-0tsi-115km-ambition-salonpl-serwisaso-bezwypadkowy-smartlink-fv23-ID6GD3N6.html
Skoda Octavia;2017;8.222222222222221;12.97;-36.6;119;151.46;-21.4;otomoto.pl/osobowe/oferta/skoda-octavia-1-2-tsi-ekonomiczny-silnik-zadbana-przez-zone-drugi-wlasciciel-ID6GzYJC.html
Skoda Octavia;2019;8.444222222222223;14.28;-40.9;88;127.87;-31.2;otomoto.pl/osobowe/oferta/skoda-octavia-salon-polska-i-wlasciciel-niski-przebieg-ambition-6-biegow-aso-fv23-ID6GDavM.html
Skoda Roomster;2011;3.6666666666666665;3.97;-7.6;167;177.88;-6.1;otomoto.pl/osobowe/oferta/skoda-roomster-klimasprawnanoweopony1wlniemcyoplaconaoryginalniemcytop-ID6GzneL.html
Skoda Roomster;2011;3.666444444444444;3.97;-7.6;146;177.88;-17.9;otomoto.pl/osobowe/oferta/skoda-roomster-1-2-69ps-klima-ID6GzCx4.html
Skoda Roomster;2008;2.8666666666666667;3.39;-15.4;163;194.54;-16.2;otomoto.pl/osobowe/oferta/skoda-roomster-skoda-roomster-1-4-style-aso-bezwypadkowy-pierwszy-wlasciciel-ID6GoooH.html
Skoda Roomster;2008;2.7777777777777777;3.39;-18.1;178;194.54;-8.5;otomoto.pl/osobowe/oferta/skoda-roomster-1-4-klima-alufelgi-oplacona-ID6GsXti.html
Skoda Scala;2023;20.88888888888889;22.05;-5.3;2;10.58;-81.1;otomoto.pl/osobowe/oferta/skoda-scala-pakiet-comfort-pakiet-tech-alarm-dostepna-od-reki-ID6GfZ29.html
Skoda Scala;2020;12.644444444444444;13.4;-5.6;71;112.79;-37.1;otomoto.pl/osobowe/oferta/skoda-scala-1-0-tsi-style-115km-ID6GDxkK.html
Skoda Scala;2020;12.644444444444444;13.4;-5.6;69;112.79;-38.8;otomoto.pl/osobowe/oferta/skoda-scala-1-0-tsi-style-115km-ID6GDHtV.html
Skoda Scala;2017;8.2;8.74;-6.2;108;118.58;-8.9;otomoto.pl/osobowe/oferta/skoda-rapid-skoda-rapid-1-0-tsi-95km-polski-salon-gwarancja-ID6GwrdI.html
Skoda Scala;2023;20.644444444444446;22.05;-6.4;8;10.58;-24.4;otomoto.pl/osobowe/oferta/skoda-scala-demo-dealera-niski-przebieg-bogata-wersja-gwarancja-do-2027-ID6Gfbyw.html
Skoda Scala;2019;11.088888888888889;11.91;-6.9;93;108.04;-13.9;otomoto.pl/osobowe/oferta/skoda-rapid-ambition-1-0-tsi-110-km-ID6GuQTp.html
Skoda Scala;2018;8.599777777777778;9.28;-7.3;75;114.91;-34.7;otomoto.pl/osobowe/oferta/skoda-rapid-1-0-tsi-95km-salon-polska-bezwypadkowy-fv23-ID6GCSiS.html
Skoda Scala;2023;20.288888888888888;22.05;-8.0;10;10.58;-5.5;otomoto.pl/osobowe/oferta/skoda-scala-oferta-stockowa-95km-smartlink-pakiet-comfort-climatronic-ID6GkIuD.html
Skoda Scala;2021;13.94;15.2;-8.3;73;90.62;-19.4;otomoto.pl/osobowe/oferta/skoda-scala-skoda-scala-1-0-tsi-krajowa-ID6GwWVA.html
Skoda Scala;2018;8.422222222222222;9.28;-9.2;97;114.91;-15.6;otomoto.pl/osobowe/oferta/skoda-rapid-skoda-rapid-stan-idealny-okazja-ID6GuOgT.html
Skoda Scala;2023;19.977777777777778;22.05;-9.4;9;10.58;-14.9;otomoto.pl/osobowe/oferta/skoda-scala-stan-auta-idealny-jak-nowy-super-ofereta-ID6GB5V0.html
Skoda Scala;2023;19.766666666666666;22.05;-10.4;1;10.58;-90.5;otomoto.pl/osobowe/oferta/skoda-scala-salon-polska-serwis-aso-gwarancja-fabryczna-ID6GjNNz.html
Skoda Scala;2020;11.977777777777778;13.4;-10.6;107;112.79;-5.1;otomoto.pl/osobowe/oferta/skoda-scala-skoda-scala-pierwszy-wlasciciel-bezwypadkowa-ID6GAbY1.html
Skoda Scala;2019;10.422222222222222;11.91;-12.5;84;108.04;-22.3;otomoto.pl/osobowe/oferta/skoda-rapid-ambition-1-0-tsi-95km-salon-polska-serwis-aso-ID6GCiJq.html
Skoda Scala;2023;19.27777777777778;22.05;-12.6;10;10.58;-5.5;otomoto.pl/osobowe/oferta/skoda-scala-1-0-tsi-style-od-reki-ID6FVTS3.html
Skoda Scala;2022;15.555555555555555;17.88;-13.0;42;44.87;-6.4;otomoto.pl/osobowe/oferta/skoda-scala-1-0-tsi-ambition-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6GzIi8.html
Skoda Scala;2019;10.333333333333334;11.91;-13.2;71;108.04;-34.3;otomoto.pl/osobowe/oferta/skoda-rapid-samochod-serwisowany-w-aso-skoda-bezwypadkowy-ID6GADJh.html
Skoda Scala;2019;10.333333333333334;11.91;-13.2;58;108.04;-46.3;otomoto.pl/osobowe/oferta/skoda-rapid-polski-salon-maly-przebieg-zadbany-ID6GxIeH.html
Skoda Scala;2023;19.08888888888889;22.05;-13.4;1;10.58;-90.5;otomoto.pl/osobowe/oferta/skoda-scala-ambition-1-0-tsi-81-kw-110-km-6-biegowa-manualna-ID6GzzmU.html
Skoda Scala;2021;13.088888888888889;15.2;-13.9;78;90.62;-13.9;otomoto.pl/osobowe/oferta/skoda-scala-benzyna-salon-polska1-wlasciciel-bezwypadkowy-duzy-wyswietlacz-ID6G2g2Z.html
Skoda Scala;2019;10.2;11.91;-14.4;102;108.04;-5.6;otomoto.pl/osobowe/oferta/skoda-rapid-1-0-tsi-ambition-fv23-serwis-aso-pierwszy-wlasciciel-bezwypadkowy-ID6GA3tb.html
Skoda Scala;2019;10.2;11.91;-14.4;99;108.04;-8.4;otomoto.pl/osobowe/oferta/skoda-rapid-1-0-tsi-ambition-fv23-serwis-aso-pierwszy-wlasciciel-bezwypadkowy-ID6GzfT1.html
Skoda Scala;2019;10.2;11.91;-14.4;37;108.04;-65.8;otomoto.pl/osobowe/oferta/skoda-rapid-1-0-tsi-active-salon-pl-serwis-aso-ID6GBYGp.html
Skoda Scala;2013;4.888888888888889;5.8;-15.7;70;166.38;-57.9;otomoto.pl/osobowe/oferta/skoda-rapid-skoda-rapid-70000-przebiegu-garazowana-ID6GwuAx.html
Skoda Scala;2019;9.999777777777778;11.91;-16.0;92;108.04;-14.8;otomoto.pl/osobowe/oferta/skoda-rapid-salon-polska-serwis-aso-1-wlasciciel-bezwypadkowy-lublin-ID6GtIIN.html
Skoda Scala;2019;9.733333333333333;11.91;-18.3;59;108.04;-45.4;otomoto.pl/osobowe/oferta/skoda-rapid-pierwszy-wlasciciel-zadbany-bez-wkladu-maly-przebieg-krajowy-ID6GzmPb.html
Skoda Scala;2017;7.110888888888889;8.74;-18.6;89;118.58;-24.9;otomoto.pl/osobowe/oferta/skoda-rapid-skoda-rapid-1-0-tsi-maly-przebieg-idealny-stan-ID6GB7DR.html
Skoda Scala;2021;11.977555555555556;15.2;-21.2;81;90.62;-10.6;otomoto.pl/osobowe/oferta/skoda-scala-tsi-active-f-vat-salonpl-gwarancja-lane-assist-ID6GpMFT.html
Skoda Superb;2022;31.04444444444444;32.79;-5.3;19;47.72;-60.2;otomoto.pl/osobowe/oferta/skoda-superb-dsg-salon-polska-fvat-23-vat-gratis-ID6GBLK5.html
Skoda Superb;2021;25.778000000000002;27.4;-5.9;81;94.35;-14.1;otomoto.pl/osobowe/oferta/skoda-superb-2-0-tsi-salon-polska-1-wlasciciel-serwis-aso-automat-vat-23-ID6GDNie.html
Skoda Superb;2019;21.11111111111111;22.46;-6.0;89;113.17;-21.4;otomoto.pl/osobowe/oferta/skoda-superb-ID6GCVEw.html
Skoda Superb;2023;33.31111111111111;35.67;-6.6;18;49.13;-63.4;otomoto.pl/osobowe/oferta/skoda-superb-1-5-tsi-150-km-style-dsg-2023-r-ID6GvyPs.html
Skoda Superb;2010;5.733333333333333;6.21;-7.7;147;215.39;-31.8;otomoto.pl/osobowe/oferta/skoda-superb-ID6G3UlM.html
Skoda Superb;2018;18.422222222222224;19.96;-7.7;79;134.91;-41.4;otomoto.pl/osobowe/oferta/skoda-superb-1-4-150-km-dsg-serwis-aso-panorama-ID6FwlTs.html
Skoda Superb;2016;15.533333333333335;16.86;-7.9;69;150.74;-54.2;otomoto.pl/osobowe/oferta/skoda-superb-salon-pl-rej-2017-ID6G52Zd.html
Skoda Superb;2018;18.38888888888889;19.96;-7.9;45;134.91;-66.6;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-iii-ambition-1-5-tsi-150-km-zarezerwowany-ID6GBmFA.html
Skoda Superb;2016;15.488888888888889;16.86;-8.1;118;150.74;-21.7;otomoto.pl/osobowe/oferta/skoda-superb-salon-pl-serwisowany-automat-dsg-ID6Gjcot.html
Skoda Superb;2019;20.577777777777776;22.46;-8.4;87;113.17;-23.1;otomoto.pl/osobowe/oferta/skoda-superb-superb-1-5-tsi-150-km-ambition-dsg-full-led-serwis-aso-fv-ID6GClpX.html
Skoda Superb;2022;29.977777777777778;32.79;-8.6;41;47.72;-14.1;otomoto.pl/osobowe/oferta/skoda-superb-1-5b-turbo-150km-ID6FRwfY.html
Skoda Superb;2019;20.444444444444443;22.46;-9.0;75;113.17;-33.7;otomoto.pl/osobowe/oferta/skoda-superb-maly-orginalny-przebieg-serwisowana-w-aso-ID6GAfpb.html
Skoda Superb;2019;20.422222222222224;22.46;-9.1;87;113.17;-23.1;otomoto.pl/osobowe/oferta/skoda-superb-ambition-dsg-1-5-150km-2019r-fv-23-kamera-acc-el-fotel-ID6GD8BJ.html
Skoda Superb;2019;20.422222222222224;22.46;-9.1;87;113.17;-23.1;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-model-2020r-jak-nowy-swiezy-serwis-olejowy-aso-ID6GAhDP.html
Skoda Superb;2016;15.311111111111112;16.86;-9.2;93;150.74;-38.3;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-ver-1-4-tsi-act-active-ID6GCGGy.html
Skoda Superb;2020;22.200000000000003;24.48;-9.3;98;113.1;-13.4;otomoto.pl/osobowe/oferta/skoda-superb-2-0t-190km-dsg-fvat-gwarancja-salopl-ID6G2XJY.html
Skoda Superb;2020;22.200000000000003;24.48;-9.3;48;113.1;-57.6;otomoto.pl/osobowe/oferta/skoda-superb-salon-polska-pelna-historia-aso-i-wlasciciel-ID6GAUT6.html
Skoda Superb;2020;22.200000000000003;24.48;-9.3;48;113.1;-57.6;otomoto.pl/osobowe/oferta/skoda-superb-salon-polska-pelna-historia-aso-i-wlasciciel-ID6GAUT6.html
Skoda Superb;2023;32.22222222222222;35.67;-9.7;18;49.13;-63.4;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-2023-sportline-2-0-tsi-dsg-18k-przebiegu-ID6GzL91.html
Skoda Superb;2020;22.110888888888887;24.48;-9.7;35;113.1;-69.1;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-1-5-dsg-ID6Ght6p.html
Skoda Superb;2017;16.866666666666667;18.76;-10.1;110;150.94;-27.1;otomoto.pl/osobowe/oferta/skoda-superb-serwis-aso-krajowy-bezwypadkowy-bogate-wyposazenie-ID6GyvYt.html
Skoda Superb;2021;24.422222222222224;27.4;-10.9;88;94.35;-6.7;otomoto.pl/osobowe/oferta/skoda-superb-1-5tsi-150km-dsg-wersja-ambition-salon-polska-ID6Gwds0.html
Skoda Superb;2020;21.77777777777778;24.48;-11.0;62;113.1;-45.2;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-sportline-pierwszy-wlasciciel-ID6G63Zc.html
Skoda Superb;2023;31.755555555555556;35.67;-11.0;16;49.13;-67.4;otomoto.pl/osobowe/oferta/skoda-superb-ambition-2-0-tdi-dsg-150km-bezwypadkowy-salon-pl-fv-vat23-ID6GDFC2.html
Skoda Superb;2017;16.644444444444446;18.76;-11.3;109;150.94;-27.8;otomoto.pl/osobowe/oferta/skoda-superb-180-km-bezwypadkowa-gwarancja-zarejestrowana-film-ID6GCGxf.html
Skoda Superb;2021;24.22222222222222;27.4;-11.6;63;94.35;-33.2;otomoto.pl/osobowe/oferta/skoda-superb-dsg-salon-polska-aso-ID6GCyLe.html
Skoda Superb;2021;24.200000000000003;27.4;-11.7;77;94.35;-18.4;otomoto.pl/osobowe/oferta/skoda-superb-combi-ambition-1-5tsi-150km-dsg-2021-r-salon-pl-i-wl-f-a-vat-ID6GCsDi.html
Skoda Superb;2016;14.88888888888889;16.86;-11.7;120;150.74;-20.4;otomoto.pl/osobowe/oferta/skoda-superb-polski-salon-bezwypadkowy-hak-faktura-23-ID6Gn0bP.html
Skoda Superb;2016;14.866666666666667;16.86;-11.8;107;150.74;-29.0;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-i-wlasciciel-salon-polska-ID6GzfAy.html
Skoda Superb;2014;8.888666666666667;10.13;-12.3;155;169.83;-8.7;otomoto.pl/osobowe/oferta/skoda-superb-navi-led-xenon-ID6GDMpB.html
Skoda Superb;2016;14.777777777777779;16.86;-12.4;90;150.74;-40.3;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-2016-1wszy-wlasciciel-salon-polska-100-sprawny-warszawa-ID6GAeVL.html
